text,label
"are any animated movies playing at magic johnson theatres ?
","movie
"
"find the nearest movie theatre for animated movies
","movie
"
"i need a table for nine in atlas in 1 second
","restaurant
"
"what s the weather look like for mh
","weather
"
"tell me if it will it be windy in grizzled squirrel wildlife sanctuary
","weather
"
"book a spot at a restaurant with trattoria in otho de
","restaurant
"
"what is the weather like at emma wood state beach
","weather
"
"book a reservation for a restaurant in palau in six years
","restaurant
"
"show me the schedule for arclight hollywood for animated movies
","movie
"
"id like to eat souvlaki fast food with a party of two
","restaurant
"
"what films are playing at pacific theatres
","movie
"
"play me the saga the party’s over
","search
"
"how will the weather be in six minutes close to moosic
","weather
"
"where to watch show extremely live
","search
"
"please get me the work shirley aviatrice
","search
"
"book a reservation for me and my wife at the middle east in guernsey
","restaurant
"
"play me a song from the fourties
","music
"
"play instrumental pop
","music
"
"i need to see some movie schedules
","movie
"
"what time are the animated movies playing at mann theatres ?
","movie
"
"find a trailer called way down yonder in new orleans
","search
"
"will it get chillier here ?
","weather
"
"tell me what the weather is here
","weather
"
"play the most popular music by ronald isley on google music
","music
"
"what s the weather for new york on july the 28th 2032
","weather
"
"does netflix have music released in 1991 by you yokoyama
","music
"
"can you play the change is made on netflix
","music
"
"book itsu for tonight
","restaurant
"
"i need a table at surf taco in east uniontown
","restaurant
"
"can you give me the weather forecast in tajikistan ?
","weather
"
"book a restaurant this week for joni wilda sanders and i in al
","restaurant
"
"what animated movies are showing at star theatres
","movie
"
"can i use lastfm to listen to twilight time by dj khalil ?
","music
"
"what is the weather like now in washington
","weather
"
"is it supposed to gt colder in or
","weather
"
"tell me the weather for sewickley at twelve am
","weather
"
"list movies at imax corporation
","movie
"
"i need a restaurant booking for 2 people this month at a indian place in climax springs new mexico
","restaurant
"
"show movie schedules with movies in the neighborhood
","movie
"
"ticket for the perfect man at dickinson theatres at 10 a m
","movie
"
"play me the trailer for chasing after shadows living with the ghosts
","search
"
"i would like to book the best southeastern brazilian food court
","restaurant
"
"when can i see the crew of the dora
","movie
"
"on april the twenty-seventh 2022 id like to make reservations at a spanish diner
","restaurant
"
"book a reservation at a restaurant nearby their airbnb
","restaurant
"
"movie schedules for neighborhood cinema group
","movie
"
"find me a bar in eagle pass vermont that serves noodle dishes that will take reservations for 2 21 2021
","restaurant
"
"what is the weather at the current position
","weather
"
"what animated movies are playing at the closest movie house
","movie
"
"show chillier conditions next week in camp bird
","weather
"
"what will the weather be in in ?
","weather
"
"what s the weather going to be like near sawtooth national recreation area at 2 pm ?
","weather
"
"what time is the man who dared playing at the movie theatre ?
","movie
"
"need to see if there will be fog
","weather
"
"book a spa in pizzeria on november 24 2036
","restaurant
"
"book a spot for marlene jordan and i on oct the 6th
","restaurant
"
"show song black heart white soul
","search
"
"book a restaurant for 5
","restaurant
"
"play the album remember shakti – the believer
","music
"
"what will the weather be in romania at 4 ?
","weather
"
"i d like to see the photograph the light
","search
"
"i need a table for 3 at david whitney house in brazil
","restaurant
"
"book a southeastern brazilian cusinie pub
","restaurant
"
"book a table for ida monica and etta at cold spring tavern in md
","restaurant
"
"please pull up the album the last war
","search
"
"i need work of father dearest
","search
"
"is there a depression in delta junction
","weather
"
"play dancing through life by ronald isley on spotify
","music
"
"i need to book a restaurant that has wifi far from tx for me and my parents
","restaurant
"
"i d like to see the book city university of hong kong law review
","search
"
"book australian food in armour for 7 pm for four at a pub best rated in ut
","restaurant
"
"play a 1998 sound track from sam the kid on last fm
","music
"
"i have a party of 8 and we want to go to a restaurant that serves croquembouche
","restaurant
"
"play some katiejane garside on vimeo
","music
"
"what are the movie schedules
","movie
"
"where can i purchase the tv series the mating season
","search
"
"will it be snowy on january 26th in trentwood illinois
","weather
"
"what time is mulawin the movie showing at the nearest movie house
","movie
"
"tell me the weather forecast for june seventeenth 2034 in fl
","weather
"
"what animated movies are at pacific theatres
","movie
"
"book a reservation for 7 people at the french laundry on june the 8th 2029
","restaurant
"
"what is the october 19th forecast for iran
","weather
"
"what time is the world according to john coltrane playing
","movie
"
"when this evening is casa amor exclusive for ladies playing and where
","movie
"
"look up the searchlights painting
","search
"
"i would like to book a food truck for my friend and i
","restaurant
"
"find a tv series called armageddon summer
","search
"
"i want to book a restaurant with creamed eggs on toast on kansas day within walking distance of british indian ocean territory
","restaurant
"
"play andy williams sings rodgers and hammerstein by elica todorova
","music
"
"what is the loco weather forecast
","weather
"
"play any sixties song
","music
"
"im looking for a churrascaria place with wifi that can serve a party of five
","restaurant
"
"i need chapter one of the show get it for me please
","search
"
"will there be alot of wind on march 13th in lost creek bahrain
","weather
"
"book a sushis serving restaurant in uzbekistan
","restaurant
"
"book for two in jordan that is close
","restaurant
"
"what films are playing at the nearest movie theatre
","movie
"
"find the good wife
","search
"
"is one night surprise at the cinema
","movie
"
"find cascading waterfall
","search
"
"book a spot for 1 at a restaurant this evening
","restaurant
"
"show me the song the incredible hulk returns
","search
"
"what time is phera playing
","movie
"
"play popular eighties record
","music
"
"i need a forecast for jetmore massachusetts in 1 hour and 1 second from now
","weather
"
"tell me the weather forecast for sugarloaf provincial park ten weeks from now
","weather
"
"what is the movie schedule for movies in the neighborhood
","movie
"
"is it chilly in pixley
","weather
"
"what are the movie times for films playing in the area ?
","movie
"
"which is the nearest cinema showing a cooler climate that starts now ?
","movie
"
"can i get the cineplex odeon corporation showings for small town story ?
","movie
"
"book near montana restaurant serving sri lankan food for 6 that is highly rated on tues
","restaurant
"
"will it be cold here in one hour ?
","weather
"
"play some james cleveland
","music
"
"can you play a sound track by sissieretta jones
","music
"
"what is the local movie schedule
","movie
"
"please get me the aion show
","search
"
"what movie theatre is showing if the huns came to melbourne
","movie
"
"find the saga a very school gyrls holla-day
","search
"
"i want to hear some bill black chant music
","music
"
"show the movie schedule
","movie
"
"what is the movie schedule for today?
","movie
"
"find a tv show called zen the music of fred katz
","search
"
